City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Khatanga,RU,2022-02-02 11:56:37,71.9667,102.5,-38.88,99,64,1.81
1,Bubaque,GW,2022-02-02 11:56:38,11.2833,-15.8333,78.31,76,11,10.25
2,Wajima,JP,2022-02-02 11:56:38,37.4,136.9,38.93,74,96,7.61
3,Abu Zabad,SD,2022-02-02 11:56:38,12.35,29.25,88.3,12,8,7.87
4,Richards Bay,ZA,2022-02-02 11:56:39,-28.783,32.0377,92.71,50,9,15.99
5,Novoagansk,RU,2022-02-02 11:56:39,61.9449,76.6625,-5.91,100,53,5.86
6,Broome,US,2022-02-02 11:56:39,42.2506,-75.833,30.51,78,40,3.0
7,Mataura,NZ,2022-02-02 11:56:39,-46.1927,168.8643,62.47,100,100,1.39
8,Hasaki,JP,2022-02-02 11:56:40,35.7333,140.8333,37.8,34,30,3.85
9,Yugorsk,RU,2022-02-02 11:56:40,61.3133,63.3319,21.83,96,100,5.82
10,Katsuura,JP,2022-02-02 11:56:40,35.1333,140.3,44.71,42,81,7.18
11,Hilo,US,2022-02-02 11:52:12,19.7297,-155.09,68.25,80,40,8.05
12,Albany,US,2022-02-02 11:56:41,42.6001,-73.9662,29.17,79,100,1.81
13,Tuktoyaktuk,CA,2022-02-02 11:56:41,69.4541,-133.0374,-28.28,100,99,5.26
14,Thompson,CA,2022-02-02 11:56:41,55.7435,-97.8558,-29.04,68,0,11.5
15,Jamestown,US,2022-02-02 11:51:44,42.097,-79.2353,35.71,52,40,1.99
16,Minatitlan,MX,2022-02-02 11:54:00,17.9833,-94.5167,67.48,95,30,2.26
17,Ushuaia,AR,2022-02-02 11:56:41,-54.8,-68.3,42.46,70,75,29.93
18,Quatre Cocos,MU,2022-02-02 11:56:42,-20.2078,57.7625,82.51,88,100,41.03
19,Sioux Lookout,CA,2022-02-02 11:53:35,50.1001,-91.917,-14.73,76,0,8.05
20,Rikitea,PF,2022-02-02 11:56:42,-23.1203,-134.9692,77.68,69,64,5.86
21,Marion,US,2022-02-02 11:54:15,39.7684,-86.1555,46.22,90,100,0.0
22,Bluff,NZ,2022-02-02 11:56:42,-46.6,168.3333,62.8,93,95,14.38
23,Hermanus,ZA,2022-02-02 11:56:43,-34.4187,19.2345,74.89,69,20,22.91
24,Souillac,MU,2022-02-02 11:56:43,-20.5167,57.5167,82.78,89,75,33.38
25,Saldanha,ZA,2022-02-02 11:56:43,-33.0117,17.9442,66.25,79,100,14.54
26,Sambava,MG,2022-02-02 11:56:43,-14.2667,50.1667,84.51,62,89,7.76
27,Tshikapa,CD,2022-02-02 11:56:44,-6.4167,20.8,85.33,66,78,0.49
28,Chuy,UY,2022-02-02 11:56:44,-33.6971,-53.4616,73.35,64,1,5.66
29,Parintins,BR,2022-02-02 11:56:44,-2.6283,-56.7358,77.65,85,94,5.5
30,Castro,BR,2022-02-02 11:56:44,-24.7911,-50.0119,69.03,83,80,5.99
31,Boulsa,BF,2022-02-02 11:56:45,12.6675,-0.5758,84.25,5,49,13.53
32,Punta Arenas,CL,2022-02-02 11:56:45,-53.15,-70.9167,46.42,81,40,8.05
33,Petropavlovsk-Kamchatskiy,RU,2022-02-02 11:56:45,53.0452,158.6483,27.19,100,100,4.47
34,Butaritari,KI,2022-02-02 11:56:46,3.0707,172.7902,80.94,82,51,16.04
35,Murdochville,CA,2022-02-02 11:56:46,48.9583,-65.5006,11.28,80,100,12.26
36,Chokurdakh,RU,2022-02-02 11:56:46,70.6333,147.9167,-6.93,97,100,6.4
37,Arlit,NE,2022-02-02 11:56:46,18.7369,7.3853,79.54,8,1,11.14
38,Yellowknife,CA,2022-02-02 11:56:47,62.456,-114.3525,-31.45,84,0,4.61
39,Nikolskoye,RU,2022-02-02 11:56:47,59.7035,30.7861,25.39,94,98,1.88
40,Ponta Do Sol,PT,2022-02-02 11:56:47,32.6667,-17.1,67.12,65,100,10.07
41,Kutum,SD,2022-02-02 11:56:47,14.2,24.6667,83.97,12,3,11.9
42,Taybad,IR,2022-02-02 11:56:48,34.74,60.7756,52.9,27,0,11.32
43,Saskylakh,RU,2022-02-02 11:56:48,71.9167,114.0833,-27.99,100,44,2.57
44,Severo-Kurilsk,RU,2022-02-02 11:56:48,50.6789,156.125,26.98,83,85,6.98
45,Coquimbo,CL,2022-02-02 11:56:43,-29.9533,-71.3436,62.33,88,100,1.14
46,Nhulunbuy,AU,2022-02-02 11:55:14,-12.2333,136.7667,77.61,94,100,8.05
47,Ullapool,GB,2022-02-02 11:57:49,57.8987,-5.1604,49.75,92,100,8.55
48,Polunochnoye,RU,2022-02-02 11:57:49,60.8697,60.4153,16.12,98,100,1.16
49,Ribeira Grande,PT,2022-02-02 11:57:49,38.5167,-28.7,61.2,67,20,9.22
50,Vaini,TO,2022-02-02 11:57:49,-21.2,-175.2,77.16,88,20,4.61
51,Morondava,MG,2022-02-02 11:57:50,-20.2833,44.2833,87.28,66,47,15.5
52,Gayny,RU,2022-02-02 11:57:50,60.3071,54.3241,27.7,89,99,7.16
53,Tigil,RU,2022-02-02 11:57:50,57.8,158.6667,20.8,91,100,5.46
54,Woensdrecht,NL,2022-02-02 11:57:51,51.4163,4.337,50.72,95,100,5.75
55,Sulangan,PH,2022-02-02 11:57:51,11.1373,123.7228,81.34,78,96,13.09
56,Aquiraz,BR,2022-02-02 11:57:51,-3.9014,-38.3911,82.49,76,75,8.25
57,Nemuro,JP,2022-02-02 11:57:51,43.3236,145.575,22.84,75,20,10.2
58,Jingdezhen,CN,2022-02-02 11:57:52,29.2947,117.2079,37.17,98,100,3.71
59,Abu Dhabi,AE,2022-02-02 11:54:29,24.4667,54.3667,73.51,58,0,13.8
60,Talagang,PK,2022-02-02 11:57:52,32.9297,72.4158,60.01,40,89,7.96
61,Busselton,AU,2022-02-02 11:57:52,-33.65,115.3333,82.04,31,34,10.8
62,San Patricio,US,2022-02-02 11:57:52,28.017,-97.5169,67.89,98,47,5.55
63,Qaanaaq,GL,2022-02-02 11:57:53,77.484,-69.3632,-23.96,63,46,7.81
64,Hithadhoo,MV,2022-02-02 11:57:53,-0.6,73.0833,82.8,69,68,6.73
65,Codrington,AU,2022-02-02 11:57:53,-38.2667,141.9667,58.03,76,24,8.86
66,Port Alfred,ZA,2022-02-02 11:57:53,-33.5906,26.891,87.76,59,97,9.1
67,Kabinda,CD,2022-02-02 11:57:54,-6.1333,24.4833,69.39,87,100,2.39
68,Lavrentiya,RU,2022-02-02 11:57:54,65.5833,-171.0,-2.06,82,2,16.64
69,Waipawa,NZ,2022-02-02 11:57:54,-41.4122,175.5153,68.63,67,99,12.97
70,Hobart,AU,2022-02-02 11:57:54,-42.8794,147.3294,60.66,59,75,1.99
71,Singapore,SG,2022-02-02 11:56:20,1.2897,103.8501,86.2,68,75,11.5
72,Gillette,US,2022-02-02 11:57:55,44.2911,-105.5022,3.81,81,100,11.99
73,Port Elizabeth,ZA,2022-02-02 11:57:55,-33.918,25.5701,86.29,58,0,4.61
74,Pimentel,PE,2022-02-02 11:57:55,-6.8367,-79.9342,64.69,88,40,9.22
75,Ust-Ilimsk,RU,2022-02-02 11:57:56,58.0006,102.6619,-6.29,100,72,3.51
76,Pangnirtung,CA,2022-02-02 11:57:56,66.1451,-65.7125,-7.6,59,100,11.5
77,Victoria,HK,2022-02-02 11:54:29,22.2855,114.1577,61.95,91,100,1.01
78,Upernavik,GL,2022-02-02 11:57:56,72.7868,-56.1549,-10.79,64,100,6.55
79,Puerto Ayora,EC,2022-02-02 11:57:57,-0.7393,-90.3518,73.54,96,92,5.01
80,Linamon,PH,2022-02-02 11:57:57,8.186,124.1628,79.02,83,100,0.38
81,Cape Town,ZA,2022-02-02 11:57:57,-33.9258,18.4232,75.11,82,100,3.0
82,Palauig,PH,2022-02-02 11:57:57,15.435,119.9045,79.47,70,64,2.08
83,Ketchikan,US,2022-02-02 11:57:58,55.3422,-131.6461,33.78,93,100,12.66
84,Fairbanks,US,2022-02-02 11:53:43,64.8378,-147.7164,-24.99,67,0,0.0
85,Oksfjord,NO,2022-02-02 11:57:58,70.2396,22.3479,18.52,86,76,11.21
86,Rio Gallegos,AR,2022-02-02 11:57:58,-51.6226,-69.2181,46.45,87,75,8.05
87,Rawatsar,IN,2022-02-02 11:57:58,29.2833,74.3833,71.44,23,17,6.49
88,Nishihara,JP,2022-02-02 11:57:59,26.1842,127.7558,65.48,94,75,5.75
89,Mahebourg,MU,2022-02-02 11:57:59,-20.4081,57.7,82.69,89,75,33.38
90,Eureka,US,2022-02-02 11:57:59,40.8021,-124.1637,44.26,74,1,1.01
91,Abu Kamal,SY,2022-02-02 11:59:00,34.4506,40.9171,61.79,31,1,9.84
92,Cherskiy,RU,2022-02-02 11:59:00,68.75,161.3,-1.64,58,75,2.82
93,Alice Springs,AU,2022-02-02 11:56:42,-23.7,133.8833,63.95,100,100,13.8
94,Aripuana,BR,2022-02-02 11:59:00,-9.1667,-60.6333,74.52,94,100,2.19
95,Verkhnyaya Inta,RU,2022-02-02 11:59:00,65.9811,60.3094,9.72,90,100,2.26
96,Pong,TH,2022-02-02 11:59:01,19.1493,100.2752,84.99,35,3,2.06
97,Yurimaguas,PE,2022-02-02 11:59:01,-5.9,-76.0833,73.36,75,38,0.87
98,Odessa,UA,2022-02-02 11:59:01,46.4775,30.7326,35.53,100,100,4.47
99,Poum,NC,2022-02-02 11:59:02,-20.2333,164.0167,80.08,74,6,12.08
100,Longyearbyen,SJ,2022-02-02 11:59:02,78.2186,15.6401,21.04,73,75,13.8
101,El Playon,CO,2022-02-02 11:59:02,7.4713,-73.2031,73.67,70,3,4.23
102,Lebu,CL,2022-02-02 11:59:02,-37.6167,-73.65,58.64,86,26,4.65
103,Vao,NC,2022-02-02 11:59:03,-22.6667,167.4833,78.06,84,81,18.88
104,Carnarvon,AU,2022-02-02 11:59:03,-24.8667,113.6333,80.67,78,78,14.97
105,Arraial Do Cabo,BR,2022-02-02 11:59:03,-22.9661,-42.0278,78.76,88,75,5.75
106,Oistins,BB,2022-02-02 11:59:04,13.0667,-59.5333,75.29,88,75,9.22
107,Tucurui,BR,2022-02-02 11:59:04,-3.7661,-49.6725,76.66,91,100,3.06
108,Laguna,US,2022-02-02 11:59:04,38.421,-121.4238,50.94,50,0,4.0
109,Moerai,PF,2022-02-02 11:59:04,-22.4333,-151.3333,79.7,76,98,18.1
110,Luderitz,NA,2022-02-02 11:59:05,-26.6481,15.1594,71.37,72,76,12.19
111,Rio Cuarto,AR,2022-02-02 11:59:05,-33.1307,-64.3499,73.17,78,75,17.27
112,Elko,US,2022-02-02 11:59:05,41.0002,-115.5012,14.23,70,53,1.99
113,Lamu,KE,2022-02-02 11:59:06,-2.2717,40.902,81.19,77,100,12.95
114,Yerbogachen,RU,2022-02-02 11:59:06,61.2767,108.0108,-7.24,99,99,2.37
115,Dikson,RU,2022-02-02 11:59:06,73.5069,80.5464,-3.37,96,96,14.12
116,Moroni,KM,2022-02-02 11:59:06,-11.7022,43.2551,80.6,89,75,5.75
117,Yazd,IR,2022-02-02 11:59:07,31.8972,54.3675,57.31,26,0,2.3
118,Kargasok,RU,2022-02-02 11:59:07,59.0556,80.8572,14.88,95,100,6.93
119,Namibe,AO,2022-02-02 11:59:07,-15.1961,12.1522,80.33,52,100,13.53
120,Altamont,US,2022-02-02 11:59:07,42.2068,-121.7372,26.78,78,11,5.57
121,Ust-Omchug,RU,2022-02-02 11:59:08,61.15,149.6333,-18.9,98,59,5.21
122,La Palma,US,2022-02-02 11:59:08,33.8464,-118.0467,56.98,61,0,3.91
123,Wattegama,LK,2022-02-02 11:59:08,6.7989,81.4808,83.32,64,3,9.6
124,Enshi,CN,2022-02-02 11:59:08,30.3,109.4833,37.44,87,83,0.92
125,Lazaro Cardenas,MX,2022-02-02 11:59:09,17.9583,-102.2,68.72,76,0,4.65
126,Makakilo City,US,2022-02-02 11:58:36,21.3469,-158.0858,72.28,78,10,9.91
127,Gaziantep,TR,2022-02-02 11:59:09,37.0594,37.3825,46.33,76,75,9.22
128,Tasiilaq,GL,2022-02-02 11:59:09,65.6145,-37.6368,6.55,85,100,7.47
129,Bethel,US,2022-02-02 11:59:10,41.3712,-73.414,33.55,88,100,2.06
130,Anzio,IT,2022-02-02 11:59:10,41.4853,12.6179,60.46,45,1,13.15
131,Aykhal,RU,2022-02-02 11:59:10,66.0,111.5,-20.67,100,14,2.8
132,Kenai,US,2022-02-02 11:59:10,60.5544,-151.2583,17.65,86,75,3.44
133,Torbay,CA,2022-02-02 11:59:11,47.6666,-52.7314,24.58,87,100,11.5
134,East London,ZA,2022-02-02 11:59:11,-33.0153,27.9116,92.34,55,20,10.36
135,Xining,CN,2022-02-02 11:59:11,36.6167,101.7667,19.33,59,22,2.24
136,Kijang,KR,2022-02-02 11:59:11,35.2442,129.2139,35.33,31,88,6.06
137,Snezhnogorsk,RU,2022-02-02 11:59:12,69.1933,33.2531,-2.42,97,100,0.92
138,Dzilam Gonzalez,MX,2022-02-02 12:00:13,21.2833,-88.9333,65.64,96,7,5.39
139,Airai,TL,2022-02-02 12:00:17,-8.9266,125.4092,61.99,88,41,2.66
140,Cockburn Town,TC,2022-02-02 12:00:18,21.4612,-71.1419,74.44,80,97,18.95
141,Norman Wells,CA,2022-02-02 12:00:27,65.282,-126.8329,-31.16,100,84,2.04
142,Georgetown,MY,2022-02-02 11:56:53,5.4112,100.3354,85.95,89,40,8.99
143,Strezhevoy,RU,2022-02-02 12:00:30,60.7333,77.5889,10.38,98,95,5.7
144,Aswan,EG,2022-02-02 12:00:31,24.0934,32.907,72.64,23,0,0.94
145,Helsinki,FI,2022-02-02 12:00:33,60.1695,24.9355,22.77,87,75,1.99
146,Clyde River,CA,2022-02-02 12:00:35,70.4692,-68.5914,-30.77,75,75,2.3
147,Askino,RU,2022-02-02 12:00:36,56.0901,56.5783,23.95,91,100,11.3
148,Pontianak,ID,2022-02-02 12:00:38,-0.0333,109.3333,80.58,83,20,2.3
149,Iwanai,JP,2022-02-02 12:00:39,42.9744,140.5089,25.34,88,100,9.69
150,Samarai,PG,2022-02-02 12:00:41,-10.6167,150.6667,81.01,80,100,12.39
151,Atuona,PF,2022-02-02 12:00:43,-9.8,-139.0333,78.19,78,72,18.03
152,Faanui,PF,2022-02-02 12:00:44,-16.4833,-151.75,80.38,78,18,18.52
153,Kununurra,AU,2022-02-02 12:00:44,-15.7667,128.7333,82.38,78,75,5.75
154,Byron Bay,AU,2022-02-02 11:59:31,-28.65,153.6167,77.11,96,100,3.85
155,Vaitape,PF,2022-02-02 12:00:45,-16.5167,-151.75,80.38,78,19,18.43
156,Talnakh,RU,2022-02-02 12:00:47,69.4865,88.3972,2.44,96,99,6.33
157,Constitucion,CL,2022-02-02 12:00:47,-35.3333,-72.4167,59.88,79,11,4.12
158,Kushiro,JP,2022-02-02 12:00:48,42.975,144.3747,20.75,89,93,2.64
159,New Norfolk,AU,2022-02-02 12:00:48,-42.7826,147.0587,60.3,57,98,4.0
160,Saint George,US,2022-02-02 12:00:49,37.1041,-113.5841,31.62,38,0,3.0
161,Neiafu,TO,2022-02-02 12:00:49,-18.65,-173.9833,80.91,73,61,12.06
162,Sola,VU,2022-02-02 12:00:49,-13.8833,167.55,81.81,77,100,10.33
163,Bredasdorp,ZA,2022-02-02 12:00:50,-34.5322,20.0403,90.39,40,30,13.33
164,Nome,US,2022-02-02 12:00:50,64.5011,-165.4064,14.16,76,0,19.91
165,Cidreira,BR,2022-02-02 12:00:51,-30.1811,-50.2056,76.78,76,5,11.74
166,Belaya Gora,RU,2022-02-02 12:00:51,68.5333,146.4167,-20.69,100,96,4.05
167,Kirakira,SB,2022-02-02 12:00:51,-10.4544,161.9205,81.25,83,100,9.24
168,Sistranda,NO,2022-02-02 12:00:52,63.7256,8.834,27.9,66,96,23.78
169,Faya,SA,2022-02-02 12:00:52,18.3851,42.4509,66.83,44,22,8.05
170,Ahipara,NZ,2022-02-02 12:00:52,-35.1667,173.1667,68.67,88,100,12.12
171,Berlevag,NO,2022-02-02 12:00:52,70.8578,29.0864,19.2,86,40,9.22
172,Mitsamiouli,KM,2022-02-02 12:00:53,-11.3847,43.2844,82.94,75,41,9.86
173,Myaundzha,RU,2022-02-02 12:00:53,63.0494,147.1858,-19.39,99,67,3.31
174,Gobabis,NA,2022-02-02 12:00:54,-22.45,18.9667,66.85,84,99,11.54
175,Nabire,ID,2022-02-02 12:00:54,-3.3667,135.4833,78.94,86,98,1.63
176,Koslan,RU,2022-02-02 12:00:54,63.4564,48.8989,23.04,97,100,4.29
177,Pizarro,CO,2022-02-02 12:00:55,4.9533,-77.366,73.8,91,38,5.64
178,Alofi,NU,2022-02-02 12:00:55,-19.0595,-169.9187,78.6,79,89,17.31
179,Curuca,BR,2022-02-02 12:00:55,-0.7289,-47.8481,76.68,94,100,4.54
180,Acari,PE,2022-02-02 12:00:56,-15.4311,-74.6158,72.07,80,17,2.64
181,Nanortalik,GL,2022-02-02 12:00:56,60.1432,-45.2371,1.29,75,1,15.37
182,Ambon,ID,2022-02-02 12:00:56,-3.6954,128.1814,80.74,83,20,2.3
183,Kodiak,US,2022-02-02 12:00:56,57.79,-152.4072,36.91,87,100,6.91
184,Maragogi,BR,2022-02-02 12:00:57,-9.0122,-35.2225,83.73,63,73,6.96
185,Roswell,US,2022-02-02 11:56:59,34.0232,-84.3616,45.99,63,98,4.0
186,Avarua,CK,2022-02-02 12:01:57,-21.2078,-159.775,78.85,89,75,12.66
187,Prince Rupert,CA,2022-02-02 12:01:34,54.3161,-130.3201,33.89,93,100,17.27
188,Kaitangata,NZ,2022-02-02 12:01:57,-46.2817,169.8464,61.84,100,99,1.95
189,Bilibino,RU,2022-02-02 12:01:58,68.0546,166.4372,-5.58,59,6,5.77
190,Pahrump,US,2022-02-02 12:01:58,36.2083,-115.9839,38.95,23,0,1.01
191,Burnie,AU,2022-02-02 12:01:58,-41.0667,145.9167,56.91,83,37,10.58
192,Sitka,US,2022-02-02 12:01:59,57.0531,-135.33,35.49,75,100,19.57
193,Changji,CN,2022-02-02 12:01:59,44.0167,87.3167,5.79,78,18,2.24
194,Zaragoza,ES,2022-02-02 12:01:59,41.6561,-0.8773,62.02,42,0,8.99
195,Mwene-Ditu,CD,2022-02-02 12:02:00,-7.0,23.45,72.97,87,100,2.84
196,Tautira,PF,2022-02-02 12:02:00,-17.7333,-149.15,77.02,76,25,16.62
197,Poplar Bluff,US,2022-02-02 12:02:00,36.757,-90.3929,49.78,92,100,8.99
198,Humen,CN,2022-02-02 12:02:01,22.819,113.6731,62.91,82,100,7.92
199,Sobolevo,RU,2022-02-02 12:02:01,54.4299,31.8996,25.45,93,100,10.76
200,Sangar,RU,2022-02-02 12:02:01,63.9242,127.4739,-21.69,97,100,1.32
201,Puerto Escondido,MX,2022-02-02 12:02:02,15.85,-97.0667,72.23,78,0,6.11
202,Karpogory,RU,2022-02-02 12:02:02,64.0019,44.4451,17.92,97,99,3.42
203,Lind,DK,2022-02-02 12:02:02,56.1,8.9833,42.44,59,43,18.5
204,Lorengau,PG,2022-02-02 12:02:03,-2.0226,147.2712,78.82,77,100,3.27
205,Komsomolskiy,UZ,2022-02-02 12:02:03,40.4272,71.7189,42.22,60,100,2.3
206,Barrow,US,2022-02-02 12:02:03,71.2906,-156.7887,-20.18,76,0,8.05
207,Sur,OM,2022-02-02 12:02:04,22.5667,59.5289,76.23,62,1,20.87
208,Kuah,MY,2022-02-02 12:02:04,6.3265,99.8432,81.54,73,40,1.43
209,Kruisfontein,ZA,2022-02-02 12:02:04,-34.0033,24.7314,89.49,45,95,7.02
210,Maniitsoq,GL,2022-02-02 12:02:04,65.4167,-52.9,3.52,92,100,14.88
211,Kapaa,US,2022-02-02 12:02:05,22.0752,-159.319,68.11,59,22,9.64
212,Srednekolymsk,RU,2022-02-02 12:02:05,67.45,153.6833,-20.61,96,49,5.82
213,Rocha,UY,2022-02-02 12:01:27,-34.4833,-54.3333,72.37,59,2,8.14
214,Kavieng,PG,2022-02-02 12:02:05,-2.5744,150.7967,80.69,77,100,10.09
215,Dayr Yusuf,JO,2022-02-02 12:02:06,32.4912,35.7987,59.31,36,33,19.42
216,Bonavista,CA,2022-02-02 12:02:06,48.6499,-53.1147,24.12,76,98,10.87
217,Jaroslaw,PL,2022-02-02 12:02:06,50.0162,22.6778,37.8,98,100,16.67
218,Saint-Philippe,RE,2022-02-02 12:02:07,-21.3585,55.7679,83.75,94,100,27.36
219,Mar Del Plata,AR,2022-02-02 12:02:07,-38.0023,-57.5575,67.87,94,100,4.0
220,Abha,SA,2022-02-02 12:02:07,18.2164,42.5053,65.73,47,29,9.28
221,Innisfail,AU,2022-02-02 12:02:08,-17.5333,146.0333,78.39,91,100,3.74
222,Flinders,AU,2022-02-02 12:02:08,-34.5833,150.8552,68.18,75,100,8.99
223,Broken Hill,AU,2022-02-02 11:58:01,-31.95,141.4333,69.51,26,3,13.8
224,Tome,CL,2022-02-02 12:02:08,-36.6167,-72.95,58.14,81,15,1.59
225,Zhigansk,RU,2022-02-02 12:02:09,66.7697,123.3711,-15.38,96,100,5.3
226,Sao Filipe,CV,2022-02-02 12:02:09,14.8961,-24.4956,75.76,66,1,13.85
227,Tessaoua,NE,2022-02-02 12:02:09,13.7574,7.9874,79.23,7,22,10.54
228,Veraval,IN,2022-02-02 12:02:09,20.9,70.3667,77.18,61,53,14.92
229,Chapayevka,UA,2022-02-02 12:02:10,47.4711,36.3451,36.48,100,100,9.55
230,Falam,MM,2022-02-02 12:03:10,22.9167,93.6833,48.88,46,1,3.85
231,Langarud,IR,2022-02-02 12:03:10,37.197,50.1535,60.85,46,4,4.81
232,Portobelo,PA,2022-02-02 12:03:11,9.55,-79.65,72.86,79,71,8.68
233,Esperance,AU,2022-02-02 12:03:11,-33.8667,121.9,64.78,61,2,22.39
234,Atar,MR,2022-02-02 12:03:11,20.5169,-13.0499,86.61,12,98,25.61
235,Fort Nelson,CA,2022-02-02 12:01:26,58.8053,-122.7002,-18.18,99,97,0.85
236,Road Town,VG,2022-02-02 12:03:12,18.4167,-64.6167,78.84,73,20,8.05
237,Nampula,MZ,2022-02-02 12:03:12,-15.1165,39.2666,84.9,53,45,4.81
238,Rio Verde De Mato Grosso,BR,2022-02-02 12:03:12,-18.9181,-54.8442,74.82,88,100,9.46
239,College,US,2022-02-02 12:03:13,64.8569,-147.8028,-26.0,68,0,3.44
240,Cap Malheureux,MU,2022-02-02 12:03:13,-19.9842,57.6142,80.47,85,100,21.99
241,Vysokogornyy,RU,2022-02-02 12:03:13,50.1167,139.15,-8.95,100,96,3.6
242,Leshukonskoye,RU,2022-02-02 12:03:13,64.8989,45.7622,17.2,96,100,4.32
243,Zabolotovka,RU,2022-02-02 12:03:14,50.2737,39.3147,33.06,100,100,3.62
244,Salalah,OM,2022-02-02 12:02:56,17.0151,54.0924,82.49,34,0,6.91
245,Paamiut,GL,2022-02-02 12:03:14,61.994,-49.6678,-1.97,83,22,10.29
246,Kahului,US,2022-02-02 12:03:14,20.8947,-156.47,68.68,84,0,10.36
247,Rawson,AR,2022-02-02 12:03:15,-43.3002,-65.1023,71.49,36,98,13.18
248,Dawlatabad,AF,2022-02-02 12:03:15,36.4141,64.9053,52.99,52,92,8.9
249,Seymchan,RU,2022-02-02 12:03:15,62.8833,152.4333,-22.36,98,69,3.91
250,Aksarka,RU,2022-02-02 12:03:16,66.5606,67.7975,-15.7,99,99,2.62
251,Tres Lagoas,BR,2022-02-02 12:03:16,-20.7511,-51.6783,71.06,96,100,6.71
252,Bengkulu,ID,2022-02-02 12:03:16,-3.8004,102.2655,80.24,78,94,7.25
253,Kasongo-Lunda,CD,2022-02-02 12:01:35,-6.4667,16.8167,82.47,74,93,1.41
254,Smithers,CA,2022-02-02 12:00:26,54.7804,-127.1743,10.72,79,90,8.05
255,Capitan Bado,PY,2022-02-02 12:03:16,-23.2667,-55.5333,77.07,72,75,9.33
256,Dangara,IN,2022-02-02 12:03:17,29.6799,75.8931,64.0,44,90,5.93
257,Mongoumba,CF,2022-02-02 12:03:17,3.6415,18.5936,98.06,11,61,5.53
258,Khash,IR,2022-02-02 12:03:17,28.2211,61.2158,59.9,14,0,12.91
259,Gilgit,PK,2022-02-02 12:03:18,35.9221,74.3087,32.85,75,99,1.28
260,Padilla,CO,2022-02-02 12:03:18,3.2204,-76.3139,65.64,86,98,2.8
261,Kismayo,SO,2022-02-02 12:03:18,-0.3582,42.5454,83.77,69,95,14.7
262,Nizhnekamsk,RU,2022-02-02 12:03:19,55.6366,51.8245,27.39,86,100,6.71
263,Maamba,ZM,2022-02-02 12:03:19,-17.3667,27.15,82.85,64,25,9.8
264,Ust-Maya,RU,2022-02-02 12:03:19,60.4167,134.5333,-27.4,100,99,0.69
265,Budogoshch,RU,2022-02-02 12:03:20,59.2816,32.4707,18.7,93,99,3.18
266,Samana,DO,2022-02-02 12:03:20,19.2056,-69.3369,73.62,94,40,0.0
267,Oroville,US,2022-02-02 12:03:20,39.5138,-121.5564,46.35,48,0,3.0
268,Surskoye,RU,2022-02-02 12:03:20,54.4821,46.7214,26.62,89,100,8.34
269,Arrecife,ES,2022-02-02 12:03:21,28.963,-13.5477,77.07,35,0,2.3
270,Teknaf,BD,2022-02-02 12:03:21,20.8624,92.3058,70.7,64,2,8.19
271,Portland,US,2022-02-02 12:02:44,45.5234,-122.6762,41.61,95,100,1.01
272,Asau,RO,2022-02-02 12:03:21,46.4333,26.4,43.75,48,92,7.58
273,Gat,IL,2022-02-02 12:03:22,31.61,34.7642,69.91,35,53,0.16
274,Yershichi,RU,2022-02-02 12:03:22,53.6725,32.7542,25.34,95,96,9.73
275,Hamilton,US,2022-02-02 12:00:50,39.1834,-84.5333,47.41,67,100,1.99
276,Sainte-Thecle,CA,2022-02-02 12:03:22,46.8168,-72.4991,27.12,92,100,12.01
277,Stornoway,GB,2022-02-02 12:03:22,58.2093,-6.3865,48.16,90,75,3.0
278,Lompoc,US,2022-02-02 12:04:23,34.6391,-120.4579,50.56,59,0,3.44
279,Vangaindrano,MG,2022-02-02 12:04:23,-23.35,47.6,82.31,60,47,10.63
280,Bereda,ES,2022-02-02 12:04:23,43.2686,-7.5406,61.0,53,2,2.44
281,Providencia,MX,2022-02-02 12:04:24,28.7167,-111.5833,59.05,84,88,2.98
